,bill_id,bill_date,due_date,subscriptionID,amount
97,BILL_726268,2020-12-04 20:26:58,2020-12-14 20:26:58,SUB_379606,240.0
98,BILL_514264,2021-01-11 22:05:06,2021-01-21 22:05:06,SUB_379606,64.0
99,BILL_822896,2020-06-10 00:03:19,2020-06-20 00:03:19,SUB_412757,20.0
100,BILL_859876,2020-07-10 00:03:19,2020-07-20 00:03:19,SUB_412757,20.0
101,BILL_537328,2020-08-09 00:03:19,2020-08-19 00:03:19,SUB_412757,20.0
102,BILL_601867,2020-09-08 00:03:19,2020-09-18 00:03:19,SUB_412757,20.0
103,BILL_569000,2020-10-08 00:03:19,2020-10-18 00:03:19,SUB_412757,20.0
104,BILL_786085,2020-11-07 00:03:19,2020-11-17 00:03:19,SUB_412757,20.0
105,BILL_495842,2020-12-07 00:03:19,2020-12-17 00:03:19,SUB_412757,20.0
106,BILL_900545,2021-01-06 00:03:19,2021-01-16 00:03:19,SUB_412757,20.0
107,BILL_707139,2021-02-05 00:03:19,2021-02-15 00:03:19,SUB_412757,20.0
108,BILL_771304,2021-03-07 00:03:19,2021-03-17 00:03:19,SUB_412757,20.0
109,BILL_491336,2021-04-06 00:03:19,2021-04-16 00:03:19,SUB_412757,20.0
110,BILL_112932,2021-05-06 00:03:19,2021-05-16 00:03:19,SUB_412757,20.0
111,BILL_801953,2021-06-05 00:03:19,2021-06-15 00:03:19,SUB_412757,20.0
112,BILL_916570,2021-07-05 00:03:19,2021-07-15 00:03:19,SUB_412757,20.0
113,BILL_929983,2021-08-04 00:03:19,2021-08-14 00:03:19,SUB_412757,20.0
114,BILL_245513,2021-09-03 00:03:19,2021-09-13 00:03:19,SUB_412757,20.0
115,BILL_114535,2021-10-03 00:03:19,2021-10-13 00:03:19,SUB_412757,20.0
116,BILL_666283,2020-06-05 02:09:41,2020-06-15 02:09:41,SUB_226410,256.0
117,BILL_627912,2020-07-05 02:09:41,2020-07-15 02:09:41,SUB_226410,256.0
118,BILL_157739,2020-08-04 02:09:41,2020-08-14 02:09:41,SUB_226410,256.0
119,BILL_125932,2020-09-03 02:09:41,2020-09-13 02:09:41,SUB_226410,256.0
120,BILL_392613,2020-10-03 02:09:41,2020-10-13 02:09:41,SUB_226410,256.0
121,BILL_837100,2020-11-02 02:09:41,2020-11-12 02:09:41,SUB_226410,256.0
122,BILL_896657,2020-12-02 02:09:41,2020-12-12 02:09:41,SUB_226410,256.0
123,BILL_153888,2021-01-01 02:09:41,2021-01-11 02:09:41,SUB_226410,256.0
124,BILL_732124,2021-01-31 02:09:41,2021-02-10 02:09:41,SUB_226410,256.0
125,BILL_144934,2021-03-02 02:09:41,2021-03-12 02:09:41,SUB_226410,256.0
126,BILL_923250,2021-04-01 02:09:41,2021-04-11 02:09:41,SUB_226410,256.0
127,BILL_105247,2021-05-01 02:09:41,2021-05-11 02:09:41,SUB_226410,256.0
128,BILL_640159,2021-05-31 02:09:41,2021-06-10 02:09:41,SUB_226410,256.0
129,BILL_531091,2021-06-30 02:09:41,2021-07-10 02:09:41,SUB_226410,256.0
130,BILL_315273,2021-07-30 02:09:41,2021-08-09 02:09:41,SUB_226410,256.0
131,BILL_850758,2021-08-29 02:09:41,2021-09-08 02:09:41,SUB_226410,256.0
132,BILL_204072,2021-09-28 02:09:41,2021-10-08 02:09:41,SUB_226410,256.0
133,BILL_201463,2021-02-25 17:50:10,2021-03-07 17:50:10,SUB_808873,128.0
134,BILL_186096,2021-03-27 17:50:10,2021-04-06 17:50:10,SUB_808873,128.0
135,BILL_220052,2021-04-26 17:50:10,2021-05-06 17:50:10,SUB_808873,128.0
136,BILL_798140,2021-05-26 17:50:10,2021-06-05 17:50:10,SUB_808873,128.0
137,BILL_450177,2021-06-25 17:50:10,2021-07-05 17:50:10,SUB_808873,128.0
138,BILL_419527,2021-07-25 17:50:10,2021-08-04 17:50:10,SUB_808873,128.0
139,BILL_764186,2021-08-24 17:50:10,2021-09-03 17:50:10,SUB_808873,128.0
140,BILL_669731,2021-09-23 17:50:10,2021-10-03 17:50:10,SUB_808873,128.0
141,BILL_831717,2021-08-14 12:29:24,2021-08-24 12:29:24,SUB_190204,40.0
142,BILL_284512,2021-09-13 12:29:24,2021-09-23 12:29:24,SUB_190204,40.0
143,BILL_112722,2021-10-13 12:29:24,2021-10-23 12:29:24,SUB_190204,40.0
144,BILL_256298,2020-08-19 07:45:17,2020-08-29 07:45:17,SUB_185183,40.0
145,BILL_794109,2020-09-18 07:45:17,2020-09-28 07:45:17,SUB_185183,40.0
146,BILL_659046,2020-10-18 07:45:17,2020-10-28 07:45:17,SUB_185183,40.0
147,BILL_131834,2020-11-17 07:45:17,2020-11-27 07:45:17,SUB_185183,40.0
148,BILL_177138,2020-12-17 07:45:17,2020-12-27 07:45:17,SUB_185183,40.0
149,BILL_504483,2021-01-16 07:45:17,2021-01-26 07:45:17,SUB_185183,40.0
150,BILL_816947,2021-02-15 07:45:17,2021-02-25 07:45:17,SUB_185183,40.0
151,BILL_951516,2021-03-17 07:45:17,2021-03-27 07:45:17,SUB_185183,40.0
152,BILL_272720,2021-04-16 07:45:17,2021-04-26 07:45:17,SUB_185183,40.0
153,BILL_480579,2021-05-16 07:45:17,2021-05-26 07:45:17,SUB_185183,40.0
154,BILL_680732,2021-06-15 07:45:17,2021-06-25 07:45:17,SUB_185183,40.0
155,BILL_599115,2021-07-15 07:45:17,2021-07-25 07:45:17,SUB_185183,40.0
156,BILL_403524,2021-08-14 07:45:17,2021-08-24 07:45:17,SUB_185183,40.0
157,BILL_160621,2021-09-13 07:45:17,2021-09-23 07:45:17,SUB_185183,40.0
158,BILL_667927,2021-10-13 07:45:17,2021-10-23 07:45:17,SUB_185183,40.0
159,BILL_147623,2020-05-04 08:32:08,2020-05-14 08:32:08,SUB_424310,320.0
160,BILL_624635,2020-06-03 08:32:08,2020-06-13 08:32:08,SUB_424310,320.0
161,BILL_889618,2020-07-03 08:32:08,2020-07-13 08:32:08,SUB_424310,320.0
162,BILL_528189,2020-08-02 08:32:08,2020-08-12 08:32:08,SUB_424310,320.0
163,BILL_283514,2020-09-01 08:32:08,2020-09-11 08:32:08,SUB_424310,320.0
164,BILL_369887,2020-10-01 08:32:08,2020-10-11 08:32:08,SUB_424310,320.0
165,BILL_408821,2020-10-31 08:32:08,2020-11-10 08:32:08,SUB_424310,320.0
166,BILL_274873,2020-11-30 08:32:08,2020-12-10 08:32:08,SUB_424310,320.0
167,BILL_784499,2020-12-30 08:32:08,2021-01-09 08:32:08,SUB_424310,320.0
168,BILL_850392,2021-01-29 08:32:08,2021-02-08 08:32:08,SUB_424310,320.0
169,BILL_850750,2021-02-28 08:32:08,2021-03-10 08:32:08,SUB_424310,320.0
170,BILL_623917,2021-03-30 08:32:08,2021-04-09 08:32:08,SUB_424310,320.0
171,BILL_539122,2021-04-29 08:32:08,2021-05-09 08:32:08,SUB_424310,320.0
172,BILL_495087,2021-05-29 08:32:08,2021-06-08 08:32:08,SUB_424310,320.0
173,BILL_337781,2021-07-23 22:31:07,2021-08-02 22:31:07,SUB_424310,266.6666666666667
174,BILL_249232,2020-11-30 11:37:10,2020-12-10 11:37:10,SUB_432718,256.0
175,BILL_587717,2020-12-30 11:37:10,2021-01-09 11:37:10,SUB_432718,256.0
176,BILL_481897,2021-01-29 11:37:10,2021-02-08 11:37:10,SUB_432718,256.0
177,BILL_476760,2021-02-28 11:37:10,2021-03-10 11:37:10,SUB_432718,256.0
178,BILL_446035,2021-03-30 11:37:10,2021-04-09 11:37:10,SUB_432718,256.0
179,BILL_754417,2021-04-29 11:37:10,2021-05-09 11:37:10,SUB_432718,256.0
180,BILL_931649,2021-05-29 11:37:10,2021-06-08 11:37:10,SUB_432718,256.0
181,BILL_996654,2021-06-28 11:37:10,2021-07-08 11:37:10,SUB_432718,256.0
182,BILL_418405,2021-07-28 11:37:10,2021-08-07 11:37:10,SUB_432718,256.0
183,BILL_600737,2021-08-27 11:37:10,2021-09-06 11:37:10,SUB_432718,256.0
184,BILL_913281,2021-09-26 11:37:10,2021-10-06 11:37:10,SUB_432718,256.0
185,BILL_871087,2020-04-20 22:56:23,2020-04-30 22:56:23,SUB_685884,240.0
186,BILL_300148,2020-05-20 22:56:23,2020-05-30 22:56:23,SUB_685884,240.0
187,BILL_930481,2020-07-02 01:35:35,2020-07-12 01:35:35,SUB_685884,96.0
188,BILL_763945,2020-06-12 09:11:31,2020-06-22 09:11:31,SUB_923550,384.0
189,BILL_634211,2020-07-12 09:11:31,2020-07-22 09:11:31,SUB_923550,384.0
190,BILL_306628,2020-08-11 09:11:31,2020-08-21 09:11:31,SUB_923550,384.0
191,BILL_454083,2020-09-10 09:11:31,2020-09-20 09:11:31,SUB_923550,384.0
192,BILL_210088,2020-10-10 09:11:31,2020-10-20 09:11:31,SUB_923550,384.0
193,BILL_108924,2020-11-09 09:11:31,2020-11-19 09:11:31,SUB_923550,384.0
194,BILL_702123,2020-12-09 09:11:31,2020-12-19 09:11:31,SUB_923550,384.0
195,BILL_261719,2021-01-08 09:11:31,2021-01-18 09:11:31,SUB_923550,384.0
196,BILL_422594,2021-02-26 01:36:45,2021-03-08 01:36:45,SUB_923550,230.39999999999998
197,BILL_745920,2021-08-30 07:59:45,2021-09-09 07:59:45,SUB_680945,8.0
198,BILL_796762,2021-09-29 07:59:45,2021-10-09 07:59:45,SUB_680945,8.0
199,BILL_817335,2021-09-05 16:14:03,2021-09-15 16:14:03,SUB_376421,240.0
200,BILL_260456,2021-10-05 16:14:03,2021-10-15 16:14:03,SUB_376421,240.0
201,BILL_746559,2021-05-17 16:36:45,2021-05-27 16:36:45,SUB_885459,240.0
202,BILL_689085,2021-06-16 16:36:45,2021-06-26 16:36:45,SUB_885459,240.0
203,BILL_950195,2021-07-16 16:36:45,2021-07-26 16:36:45,SUB_885459,240.0
204,BILL_697536,2021-08-15 16:36:45,2021-08-25 16:36:45,SUB_885459,240.0
205,BILL_543730,2021-09-14 16:36:45,2021-09-24 16:36:45,SUB_885459,240.0
206,BILL_182312,2021-10-14 16:36:45,2021-10-24 16:36:45,SUB_885459,240.0
207,BILL_932693,2021-01-03 07:05:36,2021-01-13 07:05:36,SUB_674837,20.0
208,BILL_914692,2021-02-02 07:05:36,2021-02-12 07:05:36,SUB_674837,20.0
209,BILL_256175,2021-03-04 07:05:36,2021-03-14 07:05:36,SUB_674837,20.0
210,BILL_266091,2021-04-03 07:05:36,2021-04-13 07:05:36,SUB_674837,20.0
211,BILL_476168,2021-05-03 07:05:36,2021-05-13 07:05:36,SUB_674837,20.0
212,BILL_736738,2021-06-02 07:05:36,2021-06-12 07:05:36,SUB_674837,20.0
213,BILL_188862,2021-07-02 07:05:36,2021-07-12 07:05:36,SUB_674837,20.0
214,BILL_379885,2021-08-01 07:05:36,2021-08-11 07:05:36,SUB_674837,20.0
215,BILL_471323,2021-08-31 07:05:36,2021-09-10 07:05:36,SUB_674837,20.0
216,BILL_343473,2021-09-30 07:05:36,2021-10-10 07:05:36,SUB_674837,20.0
217,BILL_349192,2020-10-11 07:18:54,2020-10-21 07:18:54,SUB_939189,256.0
218,BILL_830970,2020-11-10 07:18:54,2020-11-20 07:18:54,SUB_939189,256.0
219,BILL_809853,2020-12-10 07:18:54,2020-12-20 07:18:54,SUB_939189,256.0
220,BILL_551817,2021-01-09 07:18:54,2021-01-19 07:18:54,SUB_939189,256.0
221,BILL_546250,2021-02-08 07:18:54,2021-02-18 07:18:54,SUB_939189,256.0
222,BILL_802679,2021-03-10 07:18:54,2021-03-20 07:18:54,SUB_939189,256.0
223,BILL_397595,2021-04-09 07:18:54,2021-04-19 07:18:54,SUB_939189,256.0
224,BILL_476893,2021-05-09 07:18:54,2021-05-19 07:18:54,SUB_939189,256.0
225,BILL_767647,2021-06-08 07:18:54,2021-06-18 07:18:54,SUB_939189,256.0
226,BILL_224157,2021-07-08 07:18:54,2021-07-18 07:18:54,SUB_939189,256.0
227,BILL_839678,2021-08-07 07:18:54,2021-08-17 07:18:54,SUB_939189,256.0
228,BILL_668184,2021-09-06 07:18:54,2021-09-16 07:18:54,SUB_939189,256.0
229,BILL_681312,2021-10-06 07:18:54,2021-10-16 07:18:54,SUB_939189,256.0
230,BILL_115939,2021-02-04 07:33:37,2021-02-14 07:33:37,SUB_444956,1920.0
231,BILL_383213,2021-03-06 07:33:37,2021-03-16 07:33:37,SUB_444956,1920.0
232,BILL_207328,2021-04-05 07:33:37,2021-04-15 07:33:37,SUB_444956,1920.0
233,BILL_682900,2021-05-05 07:33:37,2021-05-15 07:33:37,SUB_444956,1920.0
234,BILL_151917,2021-06-04 07:33:37,2021-06-14 07:33:37,SUB_444956,1920.0
235,BILL_348498,2021-07-04 07:33:37,2021-07-14 07:33:37,SUB_444956,1920.0
236,BILL_848205,2021-08-03 07:33:37,2021-08-13 07:33:37,SUB_444956,1920.0
237,BILL_717367,2021-09-02 07:33:37,2021-09-12 07:33:37,SUB_444956,1920.0
238,BILL_463196,2021-10-02 07:33:37,2021-10-12 07:33:37,SUB_444956,1920.0
239,BILL_334442,2020-01-25 17:19:40,2020-02-04 17:19:40,SUB_317699,96.0
240,BILL_445580,2020-02-24 17:19:40,2020-03-05 17:19:40,SUB_317699,96.0
241,BILL_310096,2020-03-25 17:19:40,2020-04-04 17:19:40,SUB_317699,96.0
242,BILL_926621,2020-04-24 17:19:40,2020-05-04 17:19:40,SUB_317699,96.0
243,BILL_389184,2020-05-24 17:19:40,2020-06-03 17:19:40,SUB_317699,96.0
244,BILL_231848,2020-06-23 17:19:40,2020-07-03 17:19:40,SUB_317699,96.0
245,BILL_534651,2020-08-18 00:59:44,2020-08-28 00:59:44,SUB_317699,80.0
246,BILL_217961,2020-09-23 20:16:23,2020-10-03 20:16:23,SUB_367226,80.0
247,BILL_868645,2020-10-23 20:16:23,2020-11-02 20:16:23,SUB_367226,80.0
248,BILL_634661,2020-11-22 20:16:23,2020-12-02 20:16:23,SUB_367226,80.0
249,BILL_195118,2020-12-22 20:16:23,2021-01-01 20:16:23,SUB_367226,80.0
250,BILL_898084,2021-01-21 20:16:23,2021-01-31 20:16:23,SUB_367226,80.0
251,BILL_506408,2021-02-20 20:16:23,2021-03-02 20:16:23,SUB_367226,80.0
252,BILL_406164,2021-03-22 20:16:23,2021-04-01 20:16:23,SUB_367226,80.0
253,BILL_631283,2021-04-21 20:16:23,2021-05-01 20:16:23,SUB_367226,80.0
254,BILL_329635,2021-05-21 20:16:23,2021-05-31 20:16:23,SUB_367226,80.0
255,BILL_399562,2021-06-20 20:16:23,2021-06-30 20:16:23,SUB_367226,80.0
256,BILL_807448,2021-07-20 20:16:23,2021-07-30 20:16:23,SUB_367226,80.0
257,BILL_587980,2021-08-19 20:16:23,2021-08-29 20:16:23,SUB_367226,80.0
258,BILL_937656,2021-09-18 20:16:23,2021-09-28 20:16:23,SUB_367226,80.0
259,BILL_297496,2021-10-18 20:16:23,2021-10-28 20:16:23,SUB_367226,80.0
260,BILL_633492,2020-10-29 11:04:13,2020-11-08 11:04:13,SUB_168815,480.0
261,BILL_212431,2020-11-28 11:04:13,2020-12-08 11:04:13,SUB_168815,480.0
262,BILL_105754,2020-12-28 11:04:13,2021-01-07 11:04:13,SUB_168815,480.0
263,BILL_290472,2021-01-27 11:04:13,2021-02-06 11:04:13,SUB_168815,480.0
264,BILL_829460,2021-02-26 11:04:13,2021-03-08 11:04:13,SUB_168815,480.0
265,BILL_932822,2021-03-28 11:04:13,2021-04-07 11:04:13,SUB_168815,480.0
266,BILL_932368,2021-04-27 11:04:13,2021-05-07 11:04:13,SUB_168815,480.0
267,BILL_690781,2021-05-27 11:04:13,2021-06-06 11:04:13,SUB_168815,480.0
268,BILL_856187,2021-07-04 06:05:41,2021-07-14 06:05:41,SUB_168815,112.0
269,BILL_183408,2020-12-30 05:56:36,2021-01-09 05:56:36,SUB_380155,1152.0
270,BILL_408225,2021-01-29 05:56:36,2021-02-08 05:56:36,SUB_380155,1152.0
271,BILL_266463,2021-02-28 05:56:36,2021-03-10 05:56:36,SUB_380155,1152.0
272,BILL_295718,2021-03-30 05:56:36,2021-04-09 05:56:36,SUB_380155,1152.0
273,BILL_222026,2021-04-29 05:56:36,2021-05-09 05:56:36,SUB_380155,1152.0
274,BILL_758587,2021-05-29 05:56:36,2021-06-08 05:56:36,SUB_380155,1152.0
275,BILL_874132,2021-06-28 05:56:36,2021-07-08 05:56:36,SUB_380155,1152.0
276,BILL_138908,2021-07-28 05:56:36,2021-08-07 05:56:36,SUB_380155,1152.0
277,BILL_135704,2021-08-27 05:56:36,2021-09-06 05:56:36,SUB_380155,1152.0
278,BILL_624657,2021-09-26 05:56:36,2021-10-06 05:56:36,SUB_380155,1152.0
279,BILL_311787,2020-11-27 00:54:49,2020-12-07 00:54:49,SUB_209887,1280.0
280,BILL_851443,2020-12-27 00:54:49,2021-01-06 00:54:49,SUB_209887,1280.0
281,BILL_834516,2021-01-26 00:54:49,2021-02-05 00:54:49,SUB_209887,1280.0
282,BILL_299963,2021-02-25 00:54:49,2021-03-07 00:54:49,SUB_209887,1280.0
283,BILL_943011,2021-03-27 00:54:49,2021-04-06 00:54:49,SUB_209887,1280.0
284,BILL_962144,2021-04-26 00:54:49,2021-05-06 00:54:49,SUB_209887,1280.0
285,BILL_940559,2021-05-26 00:54:49,2021-06-05 00:54:49,SUB_209887,1280.0
286,BILL_426124,2021-06-25 00:54:49,2021-07-05 00:54:49,SUB_209887,1280.0
287,BILL_691075,2021-07-25 00:54:49,2021-08-04 00:54:49,SUB_209887,1280.0
288,BILL_302449,2021-08-24 00:54:49,2021-09-03 00:54:49,SUB_209887,1280.0
289,BILL_426192,2021-09-23 00:54:49,2021-10-03 00:54:49,SUB_209887,1280.0
290,BILL_347447,2020-11-18 08:34:05,2020-11-28 08:34:05,SUB_136404,160.0
291,BILL_194822,2020-12-18 08:34:05,2020-12-28 08:34:05,SUB_136404,160.0
292,BILL_931418,2021-01-17 08:34:05,2021-01-27 08:34:05,SUB_136404,160.0
293,BILL_238993,2021-02-16 08:34:05,2021-02-26 08:34:05,SUB_136404,160.0
294,BILL_422890,2021-03-18 08:34:05,2021-03-28 08:34:05,SUB_136404,160.0
295,BILL_264911,2021-04-17 08:34:05,2021-04-27 08:34:05,SUB_136404,160.0
296,BILL_389492,2021-05-17 08:34:05,2021-05-27 08:34:05,SUB_136404,160.0
297,BILL_477785,2021-06-16 08:34:05,2021-06-26 08:34:05,SUB_136404,160.0
298,BILL_873389,2021-07-16 08:34:05,2021-07-26 08:34:05,SUB_136404,160.0
299,BILL_264914,2021-08-15 08:34:05,2021-08-25 08:34:05,SUB_136404,160.0
300,BILL_345277,2021-09-14 08:34:05,2021-09-24 08:34:05,SUB_136404,160.0
